english,pos,twi
mild,ADJECTIVE,dedɛɛdedɛɛ 
milk,NOUN,nufosuo
millennium,NOUN,mfeɛ apem
mine,PRONOUN,me dea
milliner,NOUN,deɛ ɔtɔn mmaa kyɛ
mimic,VERB,suasua
mince,VERB,twitwa nketenkete 
mind,NOUN,adwene
mineral,NOUN,fagudeɛ
mingle,VERB,di afra 
mini,PREFIX ,-wa 
minimize,VERB,brɛ ano ase
minimum,NOUN,aseɛ koraa 
mint,NOUN,sikatwabea 
minister,NOUN,ɔsoafoɔ; aban soafoɔ 
minute,NOUN,simma 
ministry,NOUN,asoeɛ
minor,ADJECTIVE,deɛ ɛho nhia 
minority,NOUN,ɔfa ketewa 
minus,VERB,te firi mu; yi firi mu
mess,NOUN,efi 
micro,ADJECTIVE,ketewa; ketekete
mettle,NOUN,nwetasoɔ 
microphone,NOUN,ɔkasamu
midwife,NOUN,awogyefoɔ
midwifery,NOUN,awogyeɛ
migraine,NOUN,asoroben
migrate,VERB,tu kɔ; tu kɔ beaeɛ foforɔ
message,NOUN,nkra 
messenger,NOUN,ɔsomafoɔ
messiah,NOUN,Agyenkwa
meteor,NOUN,nsorommatuadua
melange,NOUN,mfrafraeɛ
meekness,NOUN,ɔdwoɔ
meteorological,ADJECTIVE,deɛ ɛfa ewiem nsakraeɛ ho
mercy,NOUN,ahummɔborɔ
meteorology,NOUN,ewiem nsakraeɛ ho adesua
meter,NOUN,susufidie 
mention,VERB,bɔ din
mentor,NOUN,ofutufoɔ 
merchant,NOUN,odwadini 
merciful,ADJECTIVE,mmɔborɔhunufoɔ; deɛ ɔwɔ ahummɔborɔ
mere,ADJECTIVE,kɛkɛ
merge,VERB,ka bom
merger,NOUN,nkabomu
mermaid,NOUN,maame wata
merry,ADJECTIVE,anigyeɛ; anigyeɛ mmorosoɔ
mendicant,NOUN,ɔdesrɛfoɔ
meeting,NOUN,nhyiamu
menopause,NOUN,bratwa
menstruation,NOUN,brayɛ
menstruate,VERB,yɛ bra
menswear,NOUN,mmarima afadeɛ
mental,ADJECTIVE,adwene mu 
meek,ADJECTIVE,dinn; deɛ ɔyɛ dinn 
melancholy,NOUN,awerɛhoɔ 
melon,NOUN,ɛferɛ
media,NOUN,dawurubɔ dwuma
melt,VERB,nane 
member,NOUN,ekuoba 
memorial,NOUN,nkaedeɛ
mechanism,NOUN,ɛkwan
medal,NOUN,animuonyamhyɛdeɛ
meddle,VERB,de ho wurawura mu
mediate,VERB,di asɛm
medicate,NOUN,ma aduro
medication,NOUN,aduro
meditate,VERB,dwene ho kɔ akyire 
modern,ADJECTIVE,abɛɛfo
moment,NOUN,anitwa
momentum,NOUN,ano den
moral,NOUN,asuadeɛ 
monotonous,ADJECTIVE,deɛ ɛyɛ aniha
motion,NOUN,kankorɔ 
motivate,VERB,hyɛ nkuran
moustache,NOUN,ano ho nwi; ano nwi
move,VERB,kɔ
movie,NOUN,sini
multiply,VERB,dɔre; ma ɛdɔre
multitude,NOUN,nnipadɔm
mummy,NOUN,efunu a wɔakora 
nasty,ADJECTIVE,ɛnyɛ koraa; deɛ ɛnyɛ koraa
narrow,ADJECTIVE,hiahia
world-wide-web,NOUN,amansan ntontan kɛseɛ
nest,NOUN,anomaabuo
nestle,VERB,da ho; da mu
nestling,NOUN,anomaa ba
net,NOUN,asau 
news,NOUN,kaseɛ 
newscaster,NOUN,amannebɔfoɔ
newspaper,NOUN,kowaa krataa 
newscast,NOUN,amannebɔ
neighbour,NOUN,ofipamni 
newsworthy,ADJECTIVE,deɛ ɛyɛ anika
next,ADJECTIVE | NOUN,deɛ ɛdi hɔ
internet,NOUN,intanɛt 
needy,ADJECTIVE,deɛ ɔdi hia; ohiani
negative,ADJECTIVE | NOUN,dabi
neglect,VERB,po
neigh,NOUN,ɔpɔnkɔ su
nephew,NOUN,wɔfaase; wɔfaase barima
nepotism,NOUN,nyiyimu
nerve,NOUN,ntini
nausea,NOUN,abofono
navel,NOUN,afunuma
neat,ADJECTIVE,ɛho te
shoe,NOUN,mpaboa
neatness,NOUN,ahoteɛ
necessary,ADJECTIVE,ɛho hia
necessity,NOUN,ahiadeɛ
health-insurance,NOUN,apɔmuden nsiakyibaa
natural,ADJECTIVE,deɛ ɛfiri abɔdeɛ
earring,NOUN,asomadeɛ
necklace,NOUN,kɔnmuadeɛ
naughty,ADJECTIVE,deɛ ɔha adwene
mystery,NOUN,ahintasɛm
necktie,NOUN,abɔmenemu
nag,VERB,kwane
natal,ADJECTIVE,deɛ ɛfa awogyebea ho 
nation,NOUN,ɔman 
native,NOUN | ADJECTIVE,ɔmanni
naked,ADJECTIVE,da adagya; deɛ ɔda adagya
nature,NOUN,su 
naughtiness,NOUN,ahuhusɛm
mysterious,ADJECTIVE,ɛyɛ hu; deɛ ɛyɛ hu
nanny,NOUN,akwadaa so hwɛfoɔ
nakedness,NOUN,adagya
nap,NOUN,anisoyie
nape,NOUN,kɔn akyi
napkin,NOUN,apopadeɛ
narrate,VERB,ka
musician,NOUN,dwontoni 
singer,NOUN,dwontoni 
must,VERB,sɛ sɛ
mutable,ADJECTIVE,ɛtumi sesa; deɛ ɛtumi sesa 
muster,VERB,boa ano
munch,VERB,we; wesa
mute,ADJECTIVE,dinn
mutilate,VERB,twitwa; twitwa basabasa
mutiny,NOUN,atuateɛ
mutter,VERB,ka hyɛ hwene mu; kasa hwenem
myopic,ADJECTIVE,deɛ n’ani nhunu akyire
munition,NOUN,akodeɛ
murder,NOUN,awudie
murky,ADJECTIVE,kusuu
murmur,VERB,kasa ketekete
museum,NOUN,tete nneɛma akoraeɛ
mushroom,NOUN,emmire
film,NOUN,sini
mr,NOUN,Owura
mrs,NOUN,Owurayere
mud,NOUN,atɛkyɛ
mudfish,NOUN,adwene
mug,NOUN,kuruwa kɛseɛ
mulatto,NOUN,oburoni pɛtɛ
motivation,NOUN,nkuranhyɛ
motor,NOUN,afidie
motto,NOUN,asɛmpɔ
mound,NOUN,kofie
mountain,NOUN,bepɔ
mount,VERB,foro 
mourn,VERB,su
mourning,NOUN,esu
more,DETERMINER | PRONOUN,bebree
morale,NOUN,ahokeka
mortgage,NOUN,awowa; awowasie
morgue,NOUN,efunu korabea
hour,NOUN,dɔnhwere 
second,ADJECTIVE | NUMBER,deɛ ɛtɔ so mmienu 
mortuary,NOUN,efunu korabea
morsel,NOUN,torɔma
mortal,ADJECTIVE,ɔdasani; nipa dasani
moo,VERB,yɛ muu 
moslem,NOUN,Kramoni 
monster,NOUN,ɔbɔpɔn
mosque,NOUN,masalakyi
oclock,ADVERB,dɔn 
monthly,ADJECTIVE,bosome-bosome
money,NOUN,sika
yearly,ADJECTIVE,afe-afe
monument,NOUN,nkaedum
mop,NOUN,apopadeɛ
monarch,NOUN,ɔhene; ɔhempɔn; ɔhempɔporɔ 
monarchy,NOUN,ahennie
monastery,NOUN,ahotefoɔ fie
monitor,NOUN,ɔhwɛsofoɔ 
monk,NOUN,barima ɔhoteni
monogamy,NOUN,ɔyekoro awareɛ 
monopolise,VERB,gye taa ani ase
modest,ADJECTIVE,deɛ ɔnnwa n’anom
modicum,NOUN,ketewa bi; ketewa
modify,VERB,sesa mu
modification,NOUN,nsakraeɛ
mohammedan,NOUN,Kramoni
moist,ADJECTIVE,deɛ emu afɔ kakra
muslim,NOUN,Kramoni 
moisten,VERB,fɔ; fɔ mu kakra
molest,VERB,teetee
noel,NOUN,Buronya
noisome,ADJECTIVE,kankan
nonchalant,ADJECTIVE,deɛ hwee mfa ne ho
notion,NOUN,adwene
notorious,ADJECTIVE,mammɔfoɔ
nought,NOUN,hwee
nourish,VERB,ma ɛyɛ frɔmfrɔm
nude,ADJECTIVE,adagya
obituary,NOUN,owuo ho nkaebɔ
object,VERB,tia mu
objection,NOUN,ntiamu
office,NOUN,ɔfese 
often,ADVERB,taa 
opinion,NOUN,nsusuiɛ 
oppose,VERB,ko tia
opportunity,NOUN,akwannya
orient,NOUN,apueeɛ
origin,NOUN,ase
originate,VERB,fi ase; fiti aseɛ 
original,ADJECTIVE,deɛ ɛdi kan 
ornament,NOUN,ahyehyɛdeɛ
ornithology,NOUN,nnomaa ho adesua
orthography,NOUN,atwerɛ; kasa bi mu atwerɛ
orphanage,NOUN,nnyankafie
ostentation,NOUN,nkyerɛho; ahokyerɛ
ostentatious,ADJECTIVE,deɛ ɔkyerɛ ne ho
ordain,VERB,hyɛ sɔfoɔ 
ordeal,NOUN,nsɔhwɛ 
ordinance,NOUN,mmara
order,NOUN,nhyehyɛeɛ 
ordinary,ADJECTIVE,biara
ordnance,NOUN,akodeɛ
organism,NOUN,nkwaboa
ordination,NOUN,asɔfohyɛ
organize,VERB,hyehyɛ
organisation,NOUN,adwumakuo
orchard,NOUN,turo
optimist,NOUN,deɛ ɔwɔ gyedie
opulent,ADJECTIVE,deɛ ne boɔ yɛ den yie 
option,NOUN,ɔpɛ 
oracle,NOUN,ɔbosomfo 
oration,NOUN,kasa; nsɛnkaeɛ
oral,ADJECTIVE,ano mu; anom
oratory,NOUN,kasa fenenkyemm 
orator,NOUN,anotefoɔ
opposite,ADJECTIVE,abira; deɛ ɛbɔ abira
orchestra,NOUN,dwontofoɔ fekuo
oppress,VERB,hyɛ so 
opposer,NOUN,osidifoɔ
optic,ADJECTIVE,deɛ ɛfa ani ho 
oppression,NOUN,ɔhyɛ; nhyɛsoɔ
optimism,NOUN,anidaso pa
omnipresent,ADJECTIVE,deɛ agye baabiara 
optimistic,ADJECTIVE,gyedie
once,ADVERB,pɛnkoro 
onset,NOUN,ahyɛaseɛ
onslaught,NOUN,atua
onward,ADVERB,anim; kan 
ooze,VERB,nwunu
onus,NOUN,asodie
operate,VERB,di dwuma; di ho dwuma
operation,NOUN,dwumadie 
openness,NOUN,ayamyi
oil,NOUN,ngo 
ointment,NOUN,atwiduro
okra,NOUN,nkuruma
omit,VERB,yi firi mu
omen,NOUN,nsɛnkyerɛnne
obstacle,NOUN,akwansideɛ
omission,NOUN,deɛ wɔayi no afiri mu 
omnipotent,ADJECTIVE,otumfoɔ 
omniscient,ADJECTIVE,deɛ ɔnim adeɛ nyinaa 
observe,VERB,hwɛ
obsolete,ADJECTIVE,deɛ atwam
obstinate,ADJECTIVE,deɛ ɔnte asɛm ase
obstruct,VERB,si kwan
obstruction,NOUN,akwansideɛ
obtain,VERB,nya
obviate,VERB,yi akwansideɛ 
obvious,ADJECTIVE,fann; da hɔ fann
occasion,NOUN,berɛ pɔtee bi
occult,NOUN,tumi bɔne 
occupation,NOUN,adwuma; adwuma a obi asua
occupy,VERB,tena mu 
occur,VERB,si; take place 
objective,NOUN,botaeɛ
odour,NOUN,nkabɔne
offal,NOUN,ayamdeɛ
offence,NOUN,mmaratoɔ
offend,VERB,fom
offer,VERB,ma; de ma
offertory,NOUN,ntoboa
obligatory,ADJECTIVE,asɛdeɛ; deɛ ɛyɛ asɛdeɛ
obliterate,VERB,popa
obedient,ADJECTIVE,deɛ n’aso yɛ mmerɛ
oblige,VERB,hyɛ 
obligation,NOUN,ahyɛdeɛ
obedience,NOUN,osetie
oblation,NOUN,afɔrebɔdeɛ
oak,NOUN,odum
obscene,ADJECTIVE,ɛho nte; deɛ ɛho nte
nymph,NOUN,ɔbosombaa
oar,NOUN,tabono
oath,NOUN,ntam
obeisance,NOUN,obuo; obuo soronko
obese,ADJECTIVE,obolobo
obesity,NOUN,kɛseyareɛ
nuisance,NOUN,atantanneɛ
obey,VERB,di so
numb,ADJECTIVE,titiritii
number,NOUN,nɔma 
numerous,ADJECTIVE,dodoɔ
nowadays,ADVERB,nnansa yi
nowhere,ADVERB | PRONOUN,baw
nun,NOUN,ɔbaa hotefoɔ 
nuptial,ADJECTIVE,awaresɛm
nursery,NOUN,nkwadaa-nkwadaa sukuu
nurture,VERB,tete
novice,NOUN,abɛɛfo
nutritious,ADJECTIVE,deɛ nnuaneduro wɔ mu
nudity,NOUN,adagya
nothing,PRONOUN,hwee
noxious,ADJECTIVE,awudideɛ
nice,ADJECTIVE,ɛyɛ fɛ; deɛ ɛyɛ fɛ
nubile,ADJECTIVE,deɛ ne ho yɛ akɔnnɔ 
nonsense,NOUN,nkwaseasɛm
normal,ADJECTIVE,ɛtene; deɛ ɛtene
nonentity,NOUN,hohwini
notable,ADJECTIVE,titire
nightmare,NOUN,daeɛhuuhu
notify,VERB,bɔ nkaeɛ
notification,NOUN,nkaebɔ
noble,NOUN,onimuonyamfoɔ
nickname,NOUN,mmrane
niggardly,ADJECTIVE,deɛ ne nsam yɛ den
nightingale,NOUN,kwaasansam
nimble,ADJECTIVE,harehare
nobody,NOUN,nipahunu 
nil,NOUN,hwee
nipple,NOUN,nufoɔ ano
other,ADJECTIVE,foforɔ
outlet,NOUN,doroben 
sit-there,PHRASE,tena hɔ
ostracize,VERB,twa asu 
outnumber,VERB,yɛ bebree sene 
overpower,VERB,di so; di so nkonim
outlive,VERB,nyini sene ɔfoforɔ 
outright,ADVERB,korakorakora 
overwhelm,VERB,bɔ pusa
ovulate,VERB,to kosua
outsider,NOUN,abɔntensoni 
ox,NOUN,nantwibedeɛ
outrage,NOUN,abufuhyew
repeat,VERB,ti mu 
owe,VERB,de ka
renew,VERB,toa so 
repetition,NOUN,ntimu
reparation,NOUN,nsiesie
repose,NOUN,ahomegyeɛ 
repository,NOUN,korabea
reproof,NOUN,nkaanim
represent,VERB,gyina anan mu
reproach,VERB,bu so
repress,VERB,hyɛ so
reproduce,VERB,wo 
reprove,VERB,twi anim
republic,NOUN,kwasafoman
renounce,VERB,pa; pa akyire
repudiate,VERB,po 
renovate,VERB,siesie
renovation,NOUN,nsiesie
renouncement,NOUN,akyiripa
rent,NOUN,ɛdan ka; ɛdan han ho akatua
repair,VERB,siesie
repay,VERB,tua ka
repatriate,VERB,pamo 
repeal,VERB,twa mu 
remind,VERB,kae
remit,VERB,mane sika 
remittance,NOUN,amanedeɛ
remonstrate,VERB,yi atɛn
remote,ADJECTIVE,akyirikyiri
remunerate,VERB,tua ka
remuneration,NOUN,akatua
rend,VERB,tete mu; tete mu nketenkete
render,VERB,yɛ 
religion,NOUN,ɔsom
rendezvous,NOUN,nhyiamubea 
reliable,ADJECTIVE,ahotɔsoɔ wɔ mu; deɛ ahotɔsoɔ wɔ mu
remark,VERB,ka; se 
relief,NOUN,akomatɔyam
relieve,VERB,yi adesoa firi 
relinquish,VERB,gyae mu
rely,VERB,de ho to so
reliance,NOUN,ahotɔsoɔ
remain,VERB,ka 
remedy,NOUN,ano aduro
rejoin,VERB,sane dɔm 
relax,VERB,gye ahome 
rein,NOUN,nnarekahoma
reinforcement,NOUN,mmagum
relate,VERB,de toto ho 
replace,VERB,hyɛ anan mu; de si anan mu
relation,NOUN,abusua 
relationship,NOUN,abusuabɔ 
relegate,VERB,twe kɔ akyire
relaxation,NOUN,ahomegyeɛ
release,VERB,gyae deduane; yi deduani 
own,VERB,wɔ
repent,VERB,sakra; sakra adwene
replenish,VERB,hyɛ ma bio 
reply,VERB,yi ano
replica,NOUN,sɛso; nsɛsoɔ
report,NOUN,amanneɛ
reporter,NOUN,amannebɔfoɔ
rejoice,VERB,di ahurusie
reimburse,VERB,tua ka
reinforce,VERB,hyɛ mu kena
reinstate,VERB,de dibea sane ma
reiterate,VERB,ti mu
overrule,VERB,bu so
overseer,NOUN,ɔhwɛsofoɔ
overseas,NOUN,amannɔne
oversight,NOUN,anifasoɔ
oversleep,VERB,da boro so
overtake,VERB,pa ho
overthrow,VERB,tu gu
overturn,VERB,butu
overweight,ADJECTIVE,ɛyɛ duru boro so
overcome,VERB,di so nkonim
overdo,VERB,yɛ boro so; yɛ ma ɛboro so
overdraw,VERB,yi boro so 
overflow,VERB,yiri
overestimation,NOUN,butrasoɔ 
overhaul,VERB,tutu siesie 
overhear,VERB,twa asom
overlook,VERB,bu ani gu so
overjoyed,ADJECTIVE,ani agye aboro so
overnight,ADVERB,anadwo mu nyinaa 
outspoken,ADJECTIVE,deɛ ɔka n’adwene
outstanding,ADJECTIVE,adutwam
outward,ADJECTIVE,abɔntene
outweigh,VERB,yɛ duru sene 
come-here,PHRASE,bra ha
outwit,VERB,daadaa 
ovation,NOUN,ose; osebɔ
ovary,NOUN,ɔbaa nkosua kotokuo
overhead,ADVERB | ADJECTIVE,atifi
overawe,VERB,ma obi ho dwiri no
outsize,ADJECTIVE,kakraa
outskirts,NOUN,kurotia
out,ADVERB | ADJECTIVE,abɔntene
go-there,PHRASE,kɔ hɔ
outbid,VERB,ma boɔ sene ɔfoforɔ deɛ
outclass,VERB,bɔ mmɔden sene ɔfoforɔ
outcome,NOUN,awieeɛ
outcry,NOUN,nteamu 
outdistance,VERB,gya akyirikyiri 
outdoors,NOUN | ADVERB,aboboano
outlast,VERB,kyɛre sene foforɔ
repugnant,ADJECTIVE,akyiwadeɛ 
repulse,VERB,pamo 
reserve,VERB,kora 
resent,VERB,kyiri; kyiri kɔkɔkɔ
retrieve,VERB,gye; sane gye
resort,VERB,toa; dwane toa
respective,ADJECTIVE,biara; emu biara
restitution,NOUN,nsiananmu
rise,VERB,sɔre; sɔre gyina
rural,ADJECTIVE,akuraase 
return,VERB,san; san akyi
reunion,NOUN,nkabom
revoke,VERB,twe sane
ripe,ADJECTIVE,abere
revote,VERB,to aba bio; to aba foforɔ
ruthless,ADJECTIVE,otirimuɔdenfoɔ
risk,NOUN,asiane
robe,NOUN,batakari 
sabotage,VERB,hyɛ da sɛe 
ruse,NOUN,nnaadaa
rush,VERB,pere; pere ho
rust,VERB,we nnaakyene
rule,NOUN,mmara
ruler,NOUN,susudua 
sabbath,NOUN,homeda
sabbatical,NOUN,suapɔn mu adwumayɛfoɔ ahomegyeberɛ
sabre,NOUN,afena
sack,NOUN,bɔtɔ
rudiment,NOUN,mfitiasedeɛ
ruin,NOUN,ɔsɛeɛ
rue,VERB,nu ho
rummage,VERB,hwete; hwetehwete
rumour,NOUN,huhuhuhu
rumpus,NOUN,basabasayɔ
rumple,VERB,pompono
rupture,VERB,pae; ma ɛpae 
robust,ADJECTIVE,ɔsi-pi-si-ta 
rod,NOUN,abaa 
rock,NOUN,ɔbotan 
roof,NOUN,kyɛnsedan; ɛdan nkurusoɔ
rodent,NOUN,akura 
rogue,NOUN,ɔsatufoɔ
roll,VERB,bobɔ
role,NOUN,dibea 
romance,NOUN,ɔdɔdie; ɔdɔ agodie
rough,ADJECTIVE,twitwiritwitwiri
root,NOUN,nhini 
room,NOUN,ɛdan
round,ADJECTIVE,kurukuruwa
rouse,VERB,nyane 
routine,NOUN,nhyehyɛeɛ; dwumadie nhyehyɛeɛ
road,NOUN,ɛkwan
row,NOUN,santene
rove,VERB,kyini; kyinkyini
rubbish,NOUN,nwira
rub,VERB,twi; twitwi
ringleader,NOUN,ɔkɔtwebrɛfoɔ
roar,VERB,bobom; bom
rob,VERB,wia
roast,VERB,toto
robber,NOUN,ɔkorɔmfoɔ
robbery,NOUN,korɔno
rife,ADJECTIVE,abu so
rifle,NOUN,etuo
rigid,ADJECTIVE,mintimm
rile,VERB,hyɛ abufuo
rider,NOUN,ɔpɔnkɔkafoɔ 
rinse,VERB,samforo
ring,NOUN,kawa
ringworm,NOUN,ɛyam 
riot,NOUN,basabasayɔ
riddle,NOUN,aborɔme
rip,VERB,suane mu
revolve,VERB,twa ho hyia 
revolver,NOUN,kɔdiawuo
reward,NOUN,abasobɔ; abasobɔdeɛ
rib,NOUN,mfe mpadeɛ 
ribbon,NOUN,bamma; ntomabamma
rid,VERB,yi firi hɔ; yi firi mu
ride,VERB,twi
reverse,VERB,dane
reverie,NOUN,daeɛ
review,VERB,pɛnsɛnpɛnsɛn mu; yɛ mpɛnsɛnpɛnsɛmu
revise,VERB,sakra mu; sesa mu 
revile,VERB,sopa
revision,NOUN,nsesamu
revenge,NOUN,bɔne so akatua
revolution,NOUN,atuateɛ
revolt,VERB,te atua
revive,VERB,ma ɛte apɔ
revival,NOUN,nkanyan
reveal,VERB,yi kyerɛ
revel,VERB,gye ani 
revelation,NOUN,oyikyerɛ
reverence,NOUN,obuo; obuo soronko
revenue,NOUN,mfasoɔ 
revere,VERB,bu 
retain,VERB,sɔ mu
retaliate,VERB,tua so ka
retard,VERB,twe sane 
retire,VERB,kɔ ahomegyeɛ mu 
retirement,NOUN,ahomegyeɛberɛ 
retort,VERB,yi ano 
retract,VERB,twe san
retouch,VERB,siesie 
retreat,VERB,sane; kɔ akyire
result,NOUN,aba; ɛso aba
restrain,VERB,si ho kwan
retribution,NOUN,asotwe
restraint,NOUN,akwansie
restrict,VERB,si ho kwan
respond,VERB,bua
restriction,NOUN,akwansideɛ
responsible,ADJECTIVE,deɛ biribi hyɛ ne nsa 
resume,VERB,firi aseɛ bio 
resurrect,VERB,nyane firi owuo mu; sɔre firi owuo mu
resurrection,NOUN,owusɔreeɛ
retail,VERB,di bodwowabodwowa dwa
respire,VERB,home
respiration,NOUN,home
response,NOUN,mmuaeɛ
responsibility,NOUN,asodie
rest,VERB,home; gye ahome
restaurant,NOUN,adidibea
reservoir,NOUN,baka
reshuffle,VERB,sesa dibea 
residence,NOUN,atenaeɛ
residue,NOUN,nkaeɛ
resign,VERB,dane to hɔ; gyae mu to hɔ
resist,VERB,si ho kwan
resolve,VERB,siesie 
reputation,NOUN,din 
request,VERB,srɛ
require,VERB,hia 
requirement,NOUN,ahiadeɛ
resilient,ADJECTIVE,otim-deɛ-otim
requite,VERB,tua ka
rescind,VERB,twe san
research,VERB,hwehwɛ mu
rescue,VERB,gye
salary,NOUN,akatua
satan,NOUN,Twi Translation of “Satan”
sacred,ADJECTIVE,kronkron
saint,NOUN,ɔkronkronni
sagacious,ADJECTIVE,deɛ ɔwɔ nyansa
sample,NOUN,nhwɛsoɔ
scene,NOUN,Twi Translation of “scene”
scent,NOUN,Twi Translation of “scent”
sceptic,NOUN,Twi Translation of “sceptic”
scour,VERB,twi ho; twitwi ho 
scramble,VERB,pere ho 
scrap,NOUN,esini 
scrape,VERB,werɛ; werɛwerɛ
seal,NOUN,nsɔano; nsiano; ntimano
serial,ADJECTIVE,ntoasoɔ-ntoasoɔ
seer,NOUN,nkɔmhyɛni
seraph,NOUN,Ɔsorobɔfoɔ
seminar,NOUN,ɔkyerɛsua
seep,VERB,fa mu
serene,ADJECTIVE,dwoo
serious,ADJECTIVE,ɛhia adwennwene;  deɛ ɛhia adwennwene
sermon,NOUN,Asɛmpa 
serpent,NOUN,ɔwɔ
servant,NOUN,akoa
serve,VERB,som 
session,NOUN,nhyiamu 
set,VERB,siesie
seminary,NOUN,asɔfoɔ sukuu; asɔfoɔ adesuafie
send,VERB,soma 
senior,NOUN,opanin 
sensation,NOUN,atenka
sensational,ADJECTIVE,ɛgye ntrɛha; deɛ ɛgye ntrɛha
sensitive,NOUN,deɛ ne bo nkyɛre fu 
separation,NOUN,ntetemu
separate,VERB,te mu
self,NOUN | PRONOUN,me 
sequence,NOUN,nnidisoɔ; nnidisoɔ-nnidisoɔ
segregate,VERB,te mu; tete mu
segregation,NOUN,ntetemu
seize,VERB,sɔ mu; som
selection,NOUN,nyiyimu
select,VERB,yi
semantic,ADJECTIVE,asekyerɛ; deɛ ɛfa asekyerɛ ho
semen,NOUN,ahobaeɛ
seed,NOUN,aba
section,NOUN,ɔfa; ɔfa bi
secure,VERB,bɔ ho ban 
secular,ADJECTIVE,wiase
security,NOUN,ahobammɔ
sedative,ADJECTIVE,anikum
sedition,NOUN,atuateɛ
seduce,VERB,daadaa
seek,VERB,hwehwɛ
seem,VERB,yɛ sɛ; yɛ te sɛ
scroll,NOUN,mmobɔeɛ nwoma
scrotum,NOUN,hwoa
scrub,VERB,twitwi
scrutinize,VERB,hwehwɛ mu yie
scuffle,NOUN,ntɔkwa; mmaa ntɔkwa
scrutiny,NOUN,mfeefeemu
search,VERB,hwehwɛ
sculptor,NOUN,ɛboɔ dwomfoɔ
scum,NOUN,efi; nsuo ani fi
secret,NOUN,ahintasɛm
scurf,NOUN,ɛhoa
scurrilous,ADJECTIVE,dinsɛeɛ
seam,NOUN,anobuo
seamstress,NOUN,adepamni 
season,NOUN,berɛ
seat,NOUN,adwa
scribe,NOUN,ɔtwerɛfoɔ; ɔtwerɛtwerɛfoɔ
secede,VERB,twe ho firi 
secretary,NOUN,ɔtwerɛtwerɛni; ɔtwerɛfoɔ
sect,NOUN,ɔfa; ɔfa bi
scratch,VERB,werɛ; werɛwerɛ
scream,VERB,tea mu; team
screen,NOUN,ani
scribble,VERB,twerɛ; twerɛtwerɛ
scripture,NOUN,N’asɛm; Nyame Asɛm 
scintillate,VERB,Twi Translation of “scintillate”
scoff,VERB,tweetwee
scold,VERB,twi anim
scoop,VERB,te
scoot,VERB,kɔ hɔ ntɛm 
scope,NOUN,botaeɛ
scorch,VERB,hye; hye ani
scot-free,VERB,fa ho di
scorn,VERB,bu animtia
scoundrel,NOUN,nipabɔnefoɔ; ɔbɔnefoɔ
sceptre,NOUN,Twi Translation of “sceptre”
schedule,NOUN,Twi Translation of “schedule”
shield,NOUN,Twi Translation of “shield”
schism,NOUN,Twi Translation of “schism”
scholar,NOUN,Twi Translation of “scholar”
science,NOUN,Twi Translation of “science”
scientific,ADJECTIVE,Twi Translation of “scientific”
sanctify,VERB,te ho
sarcasm,NOUN,akutia; akutiabɔ
sanctification,NOUN,nteho
sanctuary,NOUN,kronkronbea 
scabies,NOUN,Twi Translation of “scabies”
sand,NOUN,anwea
sandal,NOUN,mpaboa
sane,ADJECTIVE,adwene mu da hɔ; deɛ n’adwene mu da hɔ
scalp,NOUN,Twi Translation of “scalp”
scandal,NOUN,Twi Translation of “scandal”
sanity,NOUN,anidahɔ
scarecrow,NOUN,Twi Translation of “scarecrow”
sap,NOUN,afifideɛ mu nsuo
scale,NOUN,Twi Translation of “scale”
scaffold,NOUN,Twi Translation of “scaffold”
scanty,ADJECTIVE,Twi Translation of “scanty”
scar,NOUN,Twi Translation of “scar”
scarf,NOUN,Twi Translation of “scarf”
satchel,NOUN,Twi Translation of “satchel”
satisfy,VERB,Twi Translation of “satisfy”
scarlet,NOUN,Twi Translation of “scarlet”
saviour,NOUN,Twi Translation of “saviour”
satisfaction,NOUN,Twi Translation of “satisfaction”
saline,ADJECTIVE,nkyenenkyene
saturate,VERB,Twi Translation of “saturate”
sauce,NOUN,Twi Translation of “sauce”
saucepan,NOUN,Twi Translation of “saucepan”
saunter,VERB,Twi Translation of “saunter”
sale,NOUN,adetɔn
scabbard,NOUN,Twi Translation of “scabbard”
salient,ADJECTIVE,titire
salty,ADJECTIVE,nkyenenkyene
salute,VERB,twa purusenn
salvation,NOUN,nkwagyeɛ
same,ADJECTIVE,pɛ 
sacrifice,VERB,bɔ afɔreɛ
sage,NOUN,onimdefoɔ
sacrilege,VERB,gu ho fi
sacrificial,ADJECTIVE,afɔrebɔ
sacrosanct,ADJECTIVE,deɛ wɔntoto n’ase
sad,ADJECTIVE,werɛ aho; deɛ ne werɛ aho
safe,NOUN,akoradeɛ 
saddle,NOUN,ɔpɔnkɔ atɛ
safeguard,NOUN,ahobammɔ
settle,VERB,siesie 
shock,VERB,Twi Translation of “shock”
shrine,NOUN,Twi Translation of “shrine”
sever,VERB,twa firi hɔ
several,ADJECTIVE,bebree
shake,VERB,woso
shed,NOUN,apata
shirk,VERB,Twi Translation of “shirk”
shiver,VERB,Twi Translation of “shiver”
shrink,VERB,Twi Translation of “shrink”
shroud,NOUN,Twi Translation of “shroud”
sniff,VERB,Twi Translation of “sniff”
sip,VERB,Twi Translation of “sip”
sink,VERB,Twi Translation of “sink”
slim,ADJECTIVE,Twi Translation of “slim”
slight,ADJECTIVE,Twi Translation of “slight”
slide,VERB,Twi Translation of “slide”
slip,VERB,Twi Translation of “slip”
snigger,VERB,Twi Translation of “snigger”
snip,VERB,Twi Translation of “snip”
